question_order,row_id,annotator,status,raw,legal_llmlingua2-r1p1,oracle_bgb_paragraph_ids,no_context,original_labels,original_positions,original_rank_groups,notes,reference_issue,material_difference,cannot_assess
75,domainllm:validation:000020:ecf36d0d529d,annotator_1,ranked,2.5,2.5,2.5,2.5,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""no_context"", ""D"": ""raw""}","{""A"": 1, ""B"": 1, ""C"": 1, ""D"": 1}","[[""A"", ""B"", ""C"", ""D""]]",Alle Antworten komplett falsch,False,,False
75,domainllm:validation:000020:ecf36d0d529d,annotator_2,ranked,2.0,1.0,4.0,3.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""raw"", ""C"": ""no_context"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 1, ""B"": 2, ""C"": 3, ""D"": 4}","[[""A""], [""B""], [""C""], [""D""]]",,False,,False
76,domainllm:validation:000311:9373d10a2fe0,annotator_1,ranked,4.0,3.0,2.0,1.0,"{""A"": ""no_context"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""raw"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 2, ""C"": 4, ""D"": 3}","[[""A""], [""B""], [""D""], [""C""]]",,False,,False
76,domainllm:validation:000311:9373d10a2fe0,annotator_2,ranked,3.0,1.5,1.5,4.0,"{""A"": ""raw"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""no_context"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 2, ""B"": 1, ""C"": 3, ""D"": 1}","[[""B"", ""D""], [""A""], [""C""]]",,False,,False
77,domainllm:validation:000288:827b77a81a91,annotator_1,ranked,1.0,2.0,3.0,4.0,"{""A"": ""no_context"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""raw""}","{""A"": 4, ""B"": 3, ""C"": 2, ""D"": 1}","[[""D""], [""C""], [""B""], [""A""]]",,False,,False
77,domainllm:validation:000288:827b77a81a91,annotator_2,ranked,4.0,2.0,1.0,3.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""no_context"", ""D"": ""raw""}","{""A"": 2, ""B"": 1, ""C"": 3, ""D"": 4}","[[""B""], [""A""], [""C""], [""D""]]",,False,,False
78,domainllm:validation:000445:7b88fe11db23,annotator_1,ranked,4.0,3.0,2.0,1.0,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""no_context"", ""C"": ""raw"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 2, ""B"": 1, ""C"": 4, ""D"": 3}","[[""B""], [""A""], [""D""], [""C""]]",Alle Antworten extrem schlecht,False,,False
78,domainllm:validation:000445:7b88fe11db23,annotator_2,ranked,2.0,2.0,2.0,4.0,"{""A"": ""no_context"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""raw"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 2, ""B"": 1, ""C"": 1, ""D"": 1}","[[""B"", ""C"", ""D""], [""A""]]",,False,,False
79,domainllm:validation:000037:fd8b26536682,annotator_1,ranked,1.5,1.5,3.5,3.5,"{""A"": ""no_context"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""raw""}","{""A"": 2, ""B"": 1, ""C"": 2, ""D"": 1}","[[""B"", ""D""], [""A"", ""C""]]",Alle Antworten gut.,False,,False
79,domainllm:validation:000037:fd8b26536682,annotator_2,ranked,3.0,3.0,1.0,3.0,"{""A"": ""raw"", ""B"": ""no_context"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 2, ""B"": 2, ""C"": 2, ""D"": 1}","[[""D""], [""A"", ""B"", ""C""]]",,False,,False
80,domainllm:validation:000407:b3d0a580e372,annotator_1,ranked,3.0,2.0,1.0,4.0,"{""A"": ""no_context"", ""B"": ""raw"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 4, ""B"": 3, ""C"": 1, ""D"": 2}","[[""C""], [""D""], [""B""], [""A""]]",,False,,False
80,domainllm:validation:000407:b3d0a580e372,annotator_2,ranked,1.5,1.5,3.0,4.0,"{""A"": ""raw"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""no_context""}","{""A"": 1, ""B"": 1, ""C"": 2, ""D"": 3}","[[""A"", ""B""], [""C""], [""D""]]",,False,,False
81,domainllm:validation:000524:08e15dbb1078,annotator_1,ranked,1.0,2.0,3.0,4.0,"{""A"": ""raw"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""no_context""}","{""A"": 1, ""B"": 2, ""C"": 3, ""D"": 4}","[[""A""], [""B""], [""C""], [""D""]]","Die Referenzantwort bezieht sich auf die fristlose Kündigung. Inwiefern diese jedoch im gegebenen Fall einschlägig sein soll, erschließt sich nicht. Der Fragesteller nennt selbst nur die vertragliche Regelung zur ordentlichen Kündigung und nennt auch keinerlei Umstände, die darauf schließen lassen könnten, dass eine außerordentliche Kündigung gerechtfertigt sein könnte.",True,,False
81,domainllm:validation:000524:08e15dbb1078,annotator_2,ranked,2.0,3.5,1.0,3.5,"{""A"": ""raw"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""no_context""}","{""A"": 2, ""B"": 1, ""C"": 3, ""D"": 3}","[[""B""], [""A""], [""C"", ""D""]]",,False,,False
82,domainllm:validation:000464:4534e8e1a1f4,annotator_1,ranked,2.0,1.0,3.0,4.0,"{""A"": ""no_context"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""raw""}","{""A"": 4, ""B"": 3, ""C"": 1, ""D"": 2}","[[""C""], [""D""], [""B""], [""A""]]",,False,,False
82,domainllm:validation:000464:4534e8e1a1f4,annotator_2,ranked,2.0,2.0,2.0,4.0,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""raw"", ""C"": ""no_context"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 1, ""C"": 2, ""D"": 1}","[[""A"", ""B"", ""D""], [""C""]]",,False,,False
83,domainllm:validation:000268:f6300fc8c2ed,annotator_1,ranked,2.0,1.0,4.0,3.0,"{""A"": ""no_context"", ""B"": ""raw"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 3, ""B"": 2, ""C"": 4, ""D"": 1}","[[""D""], [""B""], [""A""], [""C""]]",,False,,False
83,domainllm:validation:000268:f6300fc8c2ed,annotator_2,ranked,2.0,2.0,4.0,2.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""no_context"", ""C"": ""raw"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 1, ""B"": 1, ""C"": 1, ""D"": 2}","[[""A"", ""B"", ""C""], [""D""]]",,False,,False
84,domainllm:validation:000514:ed616855c343,annotator_1,ranked,3.0,4.0,1.0,2.0,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""raw"", ""D"": ""no_context""}","{""A"": 1, ""B"": 4, ""C"": 3, ""D"": 2}","[[""A""], [""D""], [""C""], [""B""]]",,False,,False
84,domainllm:validation:000514:ed616855c343,annotator_2,ungradable,,,,,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""raw"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""no_context""}","{""A"": null, ""B"": null, ""C"": null, ""D"": null}",null,Referenzantwort falsch. mE kein SV zu DHL.,True,,True
85,domainllm:validation:000482:58fbbf60f92c,annotator_1,ranked,2.0,1.0,4.0,3.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""raw"", ""D"": ""no_context""}","{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 3}","[[""A""], [""C""], [""D""], [""B""]]",,False,,False
85,domainllm:validation:000482:58fbbf60f92c,annotator_2,ranked,1.0,2.0,3.5,3.5,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""raw"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""no_context""}","{""A"": 3, ""B"": 1, ""C"": 2, ""D"": 3}","[[""B""], [""C""], [""A"", ""D""]]",,False,,False
86,domainllm:validation:000173:330f28be2e17,annotator_1,ranked,2.0,1.0,3.0,4.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""raw"", ""C"": ""no_context"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 1, ""B"": 2, ""C"": 4, ""D"": 3}","[[""A""], [""B""], [""D""], [""C""]]",,False,,False
86,domainllm:validation:000173:330f28be2e17,annotator_2,ranked,3.0,4.0,1.5,1.5,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""raw"", ""C"": ""no_context"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 2, ""C"": 1, ""D"": 3}","[[""A"", ""C""], [""B""], [""D""]]",,False,,False
87,domainllm:validation:000118:6327f2767349,annotator_1,ranked,2.0,1.0,3.0,4.0,"{""A"": ""no_context"", ""B"": ""raw"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 4, ""B"": 2, ""C"": 1, ""D"": 3}","[[""C""], [""B""], [""D""], [""A""]]",,False,,False
87,domainllm:validation:000118:6327f2767349,annotator_2,ranked,1.0,2.0,3.0,4.0,"{""A"": ""raw"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""no_context"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 3, ""C"": 4, ""D"": 2}","[[""A""], [""D""], [""B""], [""C""]]",,False,,False
88,domainllm:validation:000156:15605c287141,annotator_1,ranked,1.0,2.0,3.0,4.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""no_context"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""raw""}","{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 1}","[[""D""], [""A""], [""C""], [""B""]]",,False,,False
88,domainllm:validation:000156:15605c287141,annotator_2,ranked,1.0,2.0,4.0,3.0,"{""A"": ""raw"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""no_context""}","{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 3}","[[""A""], [""C""], [""D""], [""B""]]",,False,,False
89,domainllm:validation:000127:6b3a848f6a0d,annotator_1,ranked,2.0,1.0,3.0,4.0,"{""A"": ""raw"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""no_context"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 2, ""B"": 3, ""C"": 4, ""D"": 1}","[[""D""], [""A""], [""B""], [""C""]]",,False,,False
89,domainllm:validation:000127:6b3a848f6a0d,annotator_2,ranked,1.5,1.5,3.0,4.0,"{""A"": ""raw"", ""B"": ""no_context"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 3, ""C"": 2, ""D"": 1}","[[""A"", ""D""], [""C""], [""B""]]",,False,,False
90,domainllm:validation:000406:7174e8d88408,annotator_1,ranked,1.0,4.0,3.0,2.0,"{""A"": ""raw"", ""B"": ""no_context"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 2, ""C"": 3, ""D"": 4}","[[""A""], [""B""], [""C""], [""D""]]",,False,,False
90,domainllm:validation:000406:7174e8d88408,annotator_2,ranked,3.0,1.5,1.5,4.0,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""raw"", ""D"": ""no_context""}","{""A"": 1, ""B"": 1, ""C"": 2, ""D"": 3}","[[""A"", ""B""], [""C""], [""D""]]",,False,,False
91,domainllm:validation:000182:448746a618fa,annotator_1,ranked,1.0,2.0,3.0,4.0,"{""A"": ""raw"", ""B"": ""no_context"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 3}","[[""A""], [""C""], [""D""], [""B""]]",,False,,False
91,domainllm:validation:000182:448746a618fa,annotator_2,ranked,4.0,2.5,2.5,1.0,"{""A"": ""no_context"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""raw""}","{""A"": 1, ""B"": 2, ""C"": 2, ""D"": 3}","[[""A""], [""B"", ""C""], [""D""]]",,False,,False
92,domainllm:validation:000336:483247020897,annotator_1,ranked,2.0,1.0,3.0,4.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""raw"", ""D"": ""no_context""}","{""A"": 1, ""B"": 3, ""C"": 2, ""D"": 4}","[[""A""], [""C""], [""B""], [""D""]]",,False,,False
92,domainllm:validation:000336:483247020897,annotator_2,ranked,1.5,1.5,3.5,3.5,"{""A"": ""no_context"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""raw"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 2, ""B"": 1, ""C"": 1, ""D"": 2}","[[""B"", ""C""], [""A"", ""D""]]",,False,,False
93,domainllm:validation:000023:3b8def56d6d3,annotator_1,ranked,1.5,1.5,3.0,4.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""raw"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""no_context""}","{""A"": 1, ""B"": 1, ""C"": 2, ""D"": 3}","[[""A"", ""B""], [""C""], [""D""]]",Alle Antworten falsch,False,,False
93,domainllm:validation:000023:3b8def56d6d3,annotator_2,ranked,2.0,3.5,1.0,3.5,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""no_context"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""raw""}","{""A"": 1, ""B"": 3, ""C"": 3, ""D"": 2}","[[""A""], [""D""], [""B"", ""C""]]",Alle Antworten falsch.,False,,False
94,domainllm:validation:000155:198519799003,annotator_1,ranked,4.0,2.0,1.0,3.0,"{""A"": ""no_context"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""raw""}","{""A"": 3, ""B"": 2, ""C"": 1, ""D"": 4}","[[""C""], [""B""], [""A""], [""D""]]","Die hier als relevant angegebene Norm, § 187 BGB, beschäftigt sich mit der Fristberechnung und ist für die Beurteilung des Fall irrelevant.",True,,False
94,domainllm:validation:000155:198519799003,annotator_2,ranked,4.0,2.5,1.0,2.5,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""raw"", ""C"": ""no_context"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 3, ""C"": 2, ""D"": 2}","[[""A""], [""C"", ""D""], [""B""]]",,False,,False
95,domainllm:validation:000404:49c4432a5390,annotator_1,ranked,1.0,4.0,3.0,2.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""raw"", ""C"": ""no_context"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 4, ""B"": 1, ""C"": 2, ""D"": 3}","[[""B""], [""C""], [""D""], [""A""]]",,False,,False
95,domainllm:validation:000404:49c4432a5390,annotator_2,ranked,1.0,3.5,2.0,3.5,"{""A"": ""no_context"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""raw""}","{""A"": 3, ""B"": 2, ""C"": 3, ""D"": 1}","[[""D""], [""B""], [""A"", ""C""]]",,False,,False
96,domainllm:validation:000327:96e393c220ef,annotator_1,ranked,1.0,2.0,3.0,4.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""no_context"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""raw""}","{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 1}","[[""D""], [""A""], [""C""], [""B""]]",,False,,False
96,domainllm:validation:000327:96e393c220ef,annotator_2,ranked,2.5,1.0,2.5,4.0,"{""A"": ""no_context"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""raw"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 3, ""B"": 2, ""C"": 2, ""D"": 1}","[[""D""], [""B"", ""C""], [""A""]]",,False,,False
97,domainllm:validation:000046:5098c35e6132,annotator_1,ranked,2.0,3.5,1.0,3.5,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""no_context"", ""C"": ""raw"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 3, ""C"": 2, ""D"": 3}","[[""A""], [""C""], [""B"", ""D""]]",,False,,False
97,domainllm:validation:000046:5098c35e6132,annotator_2,ranked,2.0,2.0,2.0,4.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""no_context"", ""C"": ""raw"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 1, ""B"": 2, ""C"": 1, ""D"": 1}","[[""A"", ""C"", ""D""], [""B""]]",,False,,False
98,domainllm:validation:000119:cb8f08ab731b,annotator_1,ranked,3.0,4.0,2.0,1.0,"{""A"": ""no_context"", ""B"": ""raw"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 1, ""B"": 3, ""C"": 4, ""D"": 2}","[[""A""], [""D""], [""B""], [""C""]]",,False,,False
98,domainllm:validation:000119:cb8f08ab731b,annotator_2,ranked,1.5,3.5,1.5,3.5,"{""A"": ""raw"", ""B"": ""no_context"", ""C"": ""legal_llmlingua2-r1p1"", ""D"": ""oracle_bgb_paragraph_ids""}","{""A"": 1, ""B"": 2, ""C"": 2, ""D"": 1}","[[""A"", ""D""], [""B"", ""C""]]",,False,,False
99,domainllm:validation:000084:5737f731a4db,annotator_1,ranked,3.0,2.0,1.0,4.0,"{""A"": ""raw"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""no_context""}","{""A"": 3, ""B"": 2, ""C"": 1, ""D"": 4}","[[""C""], [""B""], [""A""], [""D""]]",,False,,False
99,domainllm:validation:000084:5737f731a4db,annotator_2,ranked,2.5,2.5,1.0,4.0,"{""A"": ""no_context"", ""B"": ""legal_llmlingua2-r1p1"", ""C"": ""oracle_bgb_paragraph_ids"", ""D"": ""raw""}","{""A"": 3, ""B"": 2, ""C"": 1, ""D"": 2}","[[""C""], [""B"", ""D""], [""A""]]",,False,,False
100,domainllm:validation:000371:78bdaafb2b02,annotator_1,ranked,3.0,4.0,2.0,1.0,"{""A"": ""legal_llmlingua2-r1p1"", ""B"": ""oracle_bgb_paragraph_ids"", ""C"": ""raw"", ""D"": ""no_context""}","{""A"": 4, ""B"": 2, ""C"": 3, ""D"": 1}","[[""D""], [""B""], [""C""], [""A""]]",,False,,False
100,domainllm:validation:000371:78bdaafb2b02,annotator_2,ranked,1.5,3.5,1.5,3.5,"{""A"": ""oracle_bgb_paragraph_ids"", ""B"": ""no_context"", ""C"": ""raw"", ""D"": ""legal_llmlingua2-r1p1""}","{""A"": 1, ""B"": 2, ""C"": 1, ""D"": 2}","[[""A"", ""C""], [""B"", ""D""]]",,False,,False
